status_id,status_message,link_name,status_type,status_link,status_published,num_likes,first_page_comment,comments_beyond_pageone,num_comments,num_shares
120735417936636_1168073443202823,"माइक्रोमैक्स के इस बजट स्मार्टफोन में है 5.5 इंच का डिस्प्ले, ज्यादा रैम और बड़ी बैटरी. जानें सारे स्पेसिफिकेशन #Smartphone Micromax India",शानदार फीचर से लैस माइक्रोमैक्स का यह स्मार्टफोन जल्द हो सकता है लॉन्च,link,http://hi.gadgets360.com/mobiles/micromax-canvas-spark-3-with-5-5-inch-display-briefly-listed-on-company-site-hindi-news-1288419,2016-03-17 23:45:34,24,0,1
120735417936636_1167999209876913,"#Micromax, #Lava and #Intex – Connecting high on trust #Mobile #SmartPhones #brandtrustreport Micromax India Micromax Mobile Bangladesh Micromax Care Lava Mobiles Intex Intex UAE intex marketing Intex Mobile Service Center At Nadaun TRA The Brand Trust Report 2016 Book Launch
http://www.pocketnewsalert.com/2016/03/Micromax-Lava-and-Intex-Connecting-high-on-trust.html","Micromax, Lava and Intex – Connecting high on trust- Pocket News Alert",link,http://www.pocketnewsalert.com/2016/03/Micromax-Lava-and-Intex-Connecting-high-on-trust.html,2016-03-17 21:46:50,1,3,1
120735417936636_1167715913238576,What does gorela glass means?  Which will protect from all damage to screen nd display...  But aachanak phone ki screen blink hona suru ho gayi starting m choti prob thi but dheere dheere pure screen pr effectt pda care center ko baataya toh unhone bola ki thek ho jayegi care center ke paas gaya toh unhone kha damage hai...  Damage kese hua jb screen ko kuch hua he nhi aapke phone m sb thek hai but yeh gorela glass kharab hope aap eske leye jald se jald koi solution baataoge...  My no.  Is 9915713248,,status,,2016-03-17 13:38:58,4,4,0
120735417936636_1167705469906287,"Hello Friends,Wanted To Update About Micromax Company Service.It Is The Worst Service Ever I Faced.On 09th March 2016 I Submitted My Micromax 1100Q Phone At DR Telecom Service Centre Located In Borivali West.The Issue Was Bluetooth And Wifi Was Not Working,So They Took A Time Of Half An Hour Of Inspection To Check What Was Problem Which They Didn't Turned After One Hour Also,That's Fine.But After The Inspection They Found That Bluetooth And Wifi IC Is Not Working So Need To Change And Said It Would Cost You Rs.1,650/-,I Said Them To Proceed With The Repair.I Got The Device On 11th March 2016 With The Above Repair Done.When I Reached Home And Inserted The SIM Then It Was Not Working Nor The SIM Management Option Was Visible For Clicking.So I Thought To Get Back To The Service Centre To Ask Why This Happened, So I Visited The Service Centre On 16th March 2016,They Said That Your SIM IC Is Not Working You Need To Get It Repair,It Will Cost You Rs.850/-.I Said To Them That How Come This Not Working After Getting The Work Done From Of Other Problem,Because My Phone Was Working Before Submitting The Device For Bluetooth And Wifi Repair.They Say That We Don't Know That All In A Bad Manner,And The Executive Says That You Got Your Device On 11th March 2016 And You Are Coming Now To Show This,I Said To Them I Stay 2hours Far From The Service Centre And I Need To Take The Permission From My Office To Go To Service Centre,Executive Says That's Not Our Fault And She Didn't Gave The Solution.And The Executive Was Not At All Helpful And Behaved Very Bad,Not In Uniform,Not Groomed At All,I Felt Like Cheap Place To Visit Like Mavali Or Tapori Type People.Let Me Tell You Micromax Team,Business Is Because Of Customer,If No Customer Then No Business.If Service Is Worst Then No Customer Will Visit Or Purchase Your Product.You Have A Good Product But Worst Service,I Request Micromax Team To Concentrate And Work On Service Centre In Mumbai.I Just Need To Know Will My Problem Solved By You Or Not As I Am In Plan For A Media Complaint And If Possible Then At Higher Level Complaint Too.I Hope For Positive Reply.Awaiting For Your Reply.",,status,,2016-03-17 13:15:54,1,2,0
120735417936636_1167668269910007,"Hallo sir, i want to buy a micromax smartphone 2gb ram  in rs 7000-7500, plz suggest me the best. Thank you.",,status,,2016-03-17 11:58:28,0,3,0
120735417936636_996223843787688,"Mr Rahul Sharma one of the best & younger CEO of Micromax,Really Appreciate you But Do you know that  you Guys are making fool to peoples of india. what exactly you want dont you care about the money,Time & the Mobile which you peoples are selling in the market with 1 year warranty. Your Newly launch mobile Q392 purchased by us in Jan.16 & its battery get damaged in march 2016.when we had given this in your service centre Faridabad.One of your employee  Mr Sumit Roy with a very good post of Centre Manager saying that batttery will be change Minimum 30 Days & Maximum 90 Days as the stock is not with us if  want to change then drop your mobile or you can take back.Just tell me Mr Rahul Sharma whats this & yes secondly he said i will try my best to return the mobile asap.So we droped it & today when we gone to your service centre & met with Mr Sumit Roy he was treating us as a begger. so Please Mr Sharma either we are Peoples are literally fool or you & your staff. Our money value is nothing for you. Its my Commitment neither me or my known peoples of around 2000 Families will never purchase Micromax mobile.As iam Also running a buisness of RO systems in the name of Bleau Technologies & my Web:- www.bleauwater.in you can also find us where ever you want.And i think you know that ROs work is also service oriented.but how can you know the meaning of service whos employees are literally having so much Ego. Pls literally sorry from us but iam totally ashamed by purchasing Micromax mobile.Thanks Gagan Virmani
9810333392",Bleau Technologies,link,http://www.bleauwater.in/,2016-03-17 08:55:11,3,2,0
120735417936636_1167515569925277,Why canvas spark is not available in shop?they are telling that it is available for online purchase only,,status,,2016-03-17 07:35:11,1,1,0
120735417936636_1331866373506354,"its been 2 months , no response from Micromax !!
poor customer service , poor customer care .",,photo,https://www.facebook.com/photo.php?fbid=1331866373506354&set=o.120735417936636&type=3,2016-03-17 07:13:47,2,8,0
120735417936636_1167483149928519,"Sir I buy a tab p480 and its say upgradeable to
lollipop on the package but how to upgrade
kitkat to lilipop",,status,,2016-03-17 06:56:40,0,1,0
120735417936636_1165869753423192,Work for longer hours with a comfortable viewing angle & easy keyboard access on the multi-angled docking enabled Canvas #LapTabII! Explore: http://goo.gl/Yq1sZR,Micromax Canvas Laptab LT777,link,http://goo.gl/Yq1sZR,2016-03-17 06:30:01,102,2,11
120735417936636_1167310663279101,Missed the first ball of the match? Stream the action instantly with the super-fast 4G enabled #CanvasXpress4G. Exclusively available on Flipkart @INR 6599 only: http://goo.gl/56ciHG,Micromax Canvas Xpress 4G,link,http://goo.gl/56ciHG,2016-03-17 01:05:23,61,11,3
120735417936636_1167284169948417,IS Micromax Canvas Xpress2 a Good Phone ?? ☺,,status,,2016-03-17 00:17:08,0,1,0
120735417936636_1167281159948718,Most bogas products and service I have ever experienced..!!,,status,,2016-03-17 00:11:07,1,1,0
120735417936636_1167024433307724,"JOB SHEET NUMBER  -  N030666 0316 22378995

Hello Micromax
This is to inform you that we have purchased 1 micromax tablet p480 in july 2015.

only in few months it has started troubling us as battery port was loose and battery backup was also nil and the charging was also not working.

due to these issues we submitted our tablet at your nearest store at delhi - 92 Named The Mobile Care.

theu have asked us to wait for 25 days.
we have purchased that tablet for our business use.
why should we wait for 25 days.
its technical issue and its also in under warranty.
my children is forcing to buy and also its troubling me in my business alot.

Please as 5 -  6 days have passed either issue me new tablet instead of that or else i would give 2 -3 days more for repairing.

else if you are not replying me or not helping me i would be forced to complaint against you in court.

in months how a tablet can give these much issues.
also a check would be done on your company.

i am providing you details.
please get them checked immediately and help me immediately with the solution i mentioned, else i would be forced to knock legal doors for urgent help.

Regards
Anil Kumar Gupta.",,status,,2016-03-16 15:34:02,0,1,0
120735417936636_1166768876666613,"This post is regarding complaint of Micromax service center (Reliable Enterprises) in Akurdi Pune.

I was a genuine customer of Micromax using  Micromax Canvas 4 (A210) and my screen broke so I went to ""Certified Micromax Service Center"" based in Akurdi Pune. 

My phone was working properly except broken screen but they forced me to pay for so called ""Checking Charges"" 50/- Rs. also, without receipt and when I asked for receipt the cashier took 56/- Rs. and directly told me, we don't provide receipt because we want to save tax.(They take money from people and don't provide receipt)

If its seen that only screen is broken and display also working properly then WHY CHECKING CHARGES TOOK FROM ME?I know how to repair mobile 

Please take action otherwise I will go to consumer forum.

I started destroying Micromax brand with the help of word of mouth.",,status,,2016-03-16 08:06:18,0,1,0
120735417936636_1166696710007163,"“Micromax #Canvas5 is the best-in-class device with high-end specs, for multi-taskers!” Read the review by Deccan Chronicle to find out more: http://goo.gl/7Kk76K",Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1166696710007163/?type=3,2016-03-16 06:30:00,493,43,54
120735417936636_1166630710013763,i complained many times in customer care and micare.micromaxinfo.com but still my problem is not solved. my reference number is SER145794478088 please solve my problem as soon as possible.,,status,,2016-03-16 03:04:50,0,3,0
120735417936636_1166630403347127,"Make your living room the stadium with the stunning HD visuals of #MicromaxLEDTV! Grab yours exclusively on Amazon India for Rs.30,999. http://goo.gl/onlp6r",Micromax 50C5220MHD 127cm (50 inches) Full HD LED TV (Black),link,http://goo.gl/onlp6r,2016-03-16 03:03:46,74,4,6
120735417936636_1166617246681776,plz update micromax p690 to lollipap,,status,,2016-03-16 02:24:24,0,1,0
120735417936636_1166588716684629,Hi..We have given mobile for repairing on Jan 2016 but still did not receive the handset.Micromax staff not helping.Pls convey my msg to nodal officer.,,status,,2016-03-16 01:09:55,0,1,0
120735417936636_1166531286690372,"thanx micromax, aapne muze handset replace krk diya",,status,,2016-03-15 22:58:03,2,0,0
120735417936636_1050889504957378,"Sir/ Madam
            This is for your kind information that I, Rupinder Kaur, have a Micromax mobile model A120. This phone was suffering from poor voice quality of speaker and sometimes it makes problem in call picking. I brought this phone to your service center at Nawanshahar Punjab on 30/12/2015. They advised me to submit this phone to service center for 45 days and given me job sheet number NO90380-1215-21079216. After 45 days they give me a new job sheet number NO90380-0116-21230329 and told me that this had sent to head office Delhi and it require 15 days to resolve the problem. After 15 days they told me that now 21 more days are required to resolve the issue. But till date after 77 days i have not received my phone from your service center. My phone's IMEI No are 911367108842932/911367109567934. Jobsheet's picture is attached with the mail. Please do needful.

Thx and regards",,photo,https://www.facebook.com/photo.php?fbid=1050889504957378&set=o.120735417936636&type=3,2016-03-15 22:47:01,2,1,0
120735417936636_1166297436713757,"Micromax mobile phone ki service bhot bhot jyada slow h mene pichle month 2/2/2016 ko mobile service center me sumbit karwaya abhi tak nahi mila.
Abhi bhi 1 week or wait karne ko bola.
3-3 job sheet ban chuki h 1 hi mobile ki saala customer ko pagal banane ke liye 
Service center me dekha customers ke mobile 3 months se pending pade h .
Very very bad service.",,status,,2016-03-15 15:02:43,0,1,0
120735417936636_1166099163400251,Hello friends mene micromax ka e481 phone 29/2/2016 ko liya but 10 din baad uska power button apne asp nikal kar gir gaya or ab company wale ese out of warranty repair karvane ke leye kah rahe ha esme mera koi kasoor nahi ha or coustmer care wale 1600 rs mang rahe ha power button dalne ke.leye friends please give suggestion what can i do? Its manufacturing fault not my.,,status,,2016-03-15 08:54:39,0,1,0
120735417936636_1166084936735007,"Enjoy HD viewing experience as you cheer Team India in their battle against New Zealand, on the #MicromaxLEDTV range! http://goo.gl/tzevFK",Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1166084936735007/?type=3,2016-03-15 08:24:42,81,3,5
120735417936636_1166007966742704,sir i am suffering fromlast three months my refference is ser145391702576 & job sheet number is N080136021622017645,,status,,2016-03-15 05:41:51,0,3,0
120735417936636_1165955043414663,"Left no choice for me rather launching a complaint on national consumer court.
Regarding my service request number
WB100316744797",,status,,2016-03-15 03:25:27,0,7,0
120735417936636_1165934600083374,"hi this is tanvi, i had a word with two of your executive regarding my issue wherein one told me to visit to the nearest mciromax service center and coonect the call to customer support and they will talk to them and repair the phone in FOC. However, after few minutes i received the call from smriti of Social Media Team where she told me to provide the details of the phone  first and than she will get back to me. So smriti my details are Phone model no A 107 and imei no 911417455905574. Kindly get back to me and resolve the issue at the earliest.",,status,,2016-03-15 02:34:30,0,1,0
120735417936636_1165855686757932,Love non-stop gaming?  Keep the action going with 4000mAh battery on the 12.7cm (5) HD IPS display of #CanvasJuice4G! Explore: http://goo.gl/NjG1KP,Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1165855686757932/?type=3,2016-03-15 01:27:32,174,14,5
120735417936636_1165886950088139,"Dear sir/mam

plz reappearing this device.job no-E030992-0316-22330765..

Thnx&Rgds

Debnarayan karmakar
9883059888",,status,,2016-03-15 01:22:58,0,1,0
120735417936636_1165805870096247,is there any chances for update to micromax A069,,status,,2016-03-14 22:06:41,0,1,0
120735417936636_1165535233456644,i like it..,,status,,2016-03-14 13:12:23,3,1,0
120735417936636_1165460430130791,"Good Evening 
I have purchased a micromax mobile A102 and some problem occurs in it. Due to which i gave my mobile to service center for repairing. I have submitted my mobile on 16 jan 2016 and till now i didnt get my phone. Is this the service of micromax. If I call in micromax customer care then they say that we will give it in 7 days or 10 days 6 time they delayed my one. So in how much time micromax will return my phone and my jobsheet no. Is N030666011621389557. I request the company to return my phone as early as possible",,status,,2016-03-14 10:31:37,0,11,0
120735417936636_1165432813466886,Match delayed? Watch a movie with the 13.97cm (5.5) HD IPS display of the #CanvasMega range! Explore: http://goo.gl/6UKpi7,gph.is,link,http://gph.is/1SMO0hR,2016-03-14 09:40:00,119,6,5
120735417936636_1165351386808362,I purchased Micromax canvas xpress 4g three months ago and the same has been problem after one month of using then I gave it micromax authorized service center since last two months but I have not got any responsible yet. Pls update me as soon as possible my job sheet no is 031622316903!!!!,,status,,2016-03-14 07:47:36,1,4,0
120735417936636_1165324346811066,"I have buy micromax e481on 29/2/2016,but after ten i jave lost its power button but it's not my fault.now i submit it in ur care center but they told me it's damage it repair out of warranty i have seen many complaints regarding lost power button of e481on internet if micromax is not repair or replace the phone i will file court case on ur company,because its manufacturing fault but ur company does not take any action on it.many coustmers who buy this phone face same problem",,status,,2016-03-14 06:51:32,1,1,0
120735417936636_1165243600152474,"worst service as well as worst product, brought a laptab 7 months before used it for one month, and the 3rd week itself the display started filikering,
 
so i contact their customer care and they told they will replace the product and give  with in 10 days,

i waited for almost 15 days and after that i called them, they told me delivery is not available in ur location, (im staying in the heart of the city ) and they told they can deliver the product in 7 days to the nearest service center, again i waited for almost 10 days called then again, they told please give ur old product (3 week used) to them and they will replace it, did the same and from the service center they told that they wont accept the product,

somehow they accepted the product due to our request and told u will be responsible they wont follow up,

and now my product is there in service center for more than 6 months still while calling the customer care they are singing the same song 7 days else 10 days else 15 days,

i hope after some days they will tell please forget about the product,

and now they have started a new technique, they will provide a link . just follow the link for ur complaints and will solve the issue soon, i registerd the link 2 months before and no reponse till now,

the worst customer support and the worst product i used in my enter life,

i think cheap 50 rupees road side products is better than their things.

and even they consider their customers like beggers

any way im going to file a case against micromax as well as the customer care exicutives, because i think staff sitting there dont know how to use computer also itseems, when ever i made a call to the customer care they are telling different differnt things

really a worst attitude and disgusting service

i do have all the records for proceeding a case for cheating 

SO GUYS DONT JUMP INSIDE A PIT HOLE SEEING THE FAKE ADVERTISMENTS AS WELL AS SERVICE ,

JUST BUY MICROMAX PHONE OR THINGS AS USE AND THROW LIKE A PAPER CUP,.

ONE DAY U CAN USE AND NEXT DAY IT WONT WORK,

IF U USE MICROMAX JUST KEEP A NOKIA 1100 SIDE AS BACKUP, WHO KNOW MICROMAX WILL STOP  WORKING

NOTE : NEVER EVER SAVE ANY IMPORTANT DOCUMENTS IN THAT ALSO.

I LOST ALL MY PERSONAL DATA. EVERYING  FROM THIER GREAT PRODUCT,

ITS BETTER TO BEG THAN CHEATING PEOPLE LIKE THIS'

SHAME ON U MICROMAX",,status,,2016-03-14 03:13:55,0,1,0
120735417936636_1165126016830899,Go big on online gaming with the spectacular 17.78cm HD IPS display of the 4G enabled Canvas Tab #P702! Exclusively available on Snapdeal for INR 7999: http://goo.gl/zLF1R5,Micromax Canvas Tab P702,link,http://goo.gl/zLF1R5,2016-03-14 00:30:00,70,13,7
120735417936636_1165151183495049,SIR MY MOBILE CANVAS FIRE 6999 RS.  is lost please help me search my mobile,,status,,2016-03-14 00:20:34,0,3,0
120735417936636_1165138816829619,"Hello sir
Suddenly my mobile was switched off 
And i have given to micromax service center on 01/03 and job sheet no S010088031622200097
He has told board has gone since you have fallen in water like that he has told
Then i have called customer care and told if water has gone inside the parts may get rusted or show me the water or moisture content inside like i have told them
Then customer care guys have told that sir please give the mobile to some other service center 
Then i have given the handset to second service center job sheet no s010224031622325281 on 08/03/2015
Then he has told i will try to repair it in minimum cost rs 500 and i accepted and he not told that the water gone inside ok
After 3 days he told around 3500 will come sir
Then i have told customer care asking that the 2 nd service center has accepted that the water not gone inside it was also not mentioned in remarks 
Then new story started sticker was removed by the previous service center and it will not come under warranty
Now latest twist is belt was not there inside the handset we will not give warranty
If you guys giving and changing the feedbacks its not right
Please tell me whether you can repair my handset or not
Please tell me you can or cannot thats all my no 09894676953",,status,,2016-03-13 23:47:54,0,1,0
120735417936636_1164800743530093,"sir me jab bhi Micromax  bolt a 36 mobile me data cable lagata hu charging karne lagta h 
mass store bagera ka koi option nahi aata esa kyo h koi jarur bataye",,status,,2016-03-13 12:52:23,0,1,0
120735417936636_1164653763544791,Take on tough games with the tougher 1.3GHz Octa-Core Processor & 3GB DDR3 RAM of #CanvasPulse4G! Exclusively available on Flipkart @ INR 9999 only: http://goo.gl/18xEPn,Micromax Canvas Pulse 4G,link,http://goo.gl/18xEPn,2016-03-13 08:14:14,123,8,8
120735417936636_1163035373706630,Ever felt like you’ve watched enough movies? We haven’t either. That’s what the 4000mAh battery powered #CanvasJuice4G is for! Know more: http://goo.gl/NjG1KP,Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1163035373706630/?type=3,2016-03-13 00:30:00,171,13,8
120735417936636_1163941193616048,"Friends.... today i'm going to say few words about Micromax mobile and company customer services:
1) worst service i have ever seen 
2) if your headphone not working then they will take 15 days to repair it
3) for battery problem 2 months
4) for mobile problem compulsory 3 months
5) for any other issues regarding hardware don't expect when u         will get 

don't buy micromax mobiles due to foor customer service

i have faced the same problem.... almost 75 days still i haven't got my mobile back yet..
this is my job sheet no: 011621201072
i called more than 20 times to the customer care but no use....

NOTE::: don't expect new mobile when your mother board in the stage of not working they will take more than  5 to 6 months and they will change the mother board and they will not going to give new mobile..",,status,,2016-03-12 10:08:08,1,1,0
120735417936636_1163926433617524,"Dear Micromax, 

I bought a 43inch Micromax TV in the second week of Jan, 2016 and i havent been able to use this TV since Feb 2nd week. TV's display has gone. I raised a complaint with your customer service - I was promised that an engineer would visit within 48 hours. As no body showed up, I called your customer service desk again, I was promised the same again. still, no engineer showed up. I called again and again, i was always told to wait for 48 hours. My complaint number is: AN210216721075.

And i am being claimed that Engineer tried to call me on my mobile number and line was always busy. Seriously, I am really interested to know how come every time an engineer comes to our locality and calls me, my number says busy? 

I am fed up guys, I am having the worst experience with this Micromax 43 inch TV. Either provide the service ASAP or take your product and refund the money.",,status,,2016-03-12 09:35:11,2,1,0
120735417936636_1163874913622676,"Locate files you saved months ago with Cortana on Canvas #LapBook, pre-installed with Windows 10! Explore:  http://goo.gl/yCHtJN",Micromax Canvas Lapbook L1161,link,http://goo.gl/yCHtJN,2016-03-12 07:59:45,98,8,3
120735417936636_1163857240291110,Pathetic customer service.. U guys can't improve!!!,,status,,2016-03-12 07:22:05,1,1,0
120735417936636_1163826063627561,Please provide lollipop update for canvas 2(A120),,status,,2016-03-12 06:13:46,1,2,0
120735417936636_1163767310300103,How to take a screen shot ?,,status,,2016-03-12 04:10:51,0,2,0
120735417936636_1069817116423601,It's a worst experience of Micromax company and there after sell service it's almost 2 month still I didn't get my phone back what kind of service company is providing to the customer I strongly opposed never ever buy Micromax mobile,,photo,https://www.facebook.com/photo.php?fbid=1069817116423601&set=o.120735417936636&type=3,2016-03-12 03:12:53,7,2,0
120735417936636_1163720873638080,Micomax u hv pathetic after sale service..plz improve it.,,status,,2016-03-12 02:34:31,3,2,0
120735417936636_1163021037041397,Freeze the moment with the 13MP camera & share it instantly on Chaatz with the 4G enabled #CanvasNitro4G!  Check it out: http://goo.gl/O8BGhM,Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1163021037041397/?type=3,2016-03-12 00:30:01,184,18,13
120735417936636_1163015397041961,Movie plan cancelled? Beat boredom blues by watching movies on the 13.97cm (5.5) HD IPS screen of the #CanvasMega range! Explore: http://goo.gl/6UKpi7,Timeline Photos,photo,https://www.facebook.com/micromaxindia/photos/a.135353393141505.25202.120735417936636/1163015397041961/?type=3,2016-03-11 06:30:00,186,10,4
120735417936636_1163032913706876,Is there really any chances for having android updates for micromax canvas tab p480,,status,,2016-03-11 03:42:06,0,2,0
120735417936636_1163032913706876,Is there really any chances for having android updates for micromax canvas tab p480,,status,,2016-03-11 03:42:06,0,2,0
120735417936636_1163011073709060,"Hello friends i small post need to share as it is beyond control now. I had purchased micromax nitro a310 from a local shop in kolkata. The phone started giving trouble the moment i bought it. I had to go to the service centre to resolve the matter. Customer care suggested to replace it from the store as only 3days were passed and I did as he said. I got a brand new replcement of the same model and it was working well but not for so long. After a month or so some incorrigible problem had been arised as the mic of the phone was not working. I went to the service centre they immediately repair it and returned. On the next day the same problem had returned alongwith some other problems such as no vibration no speaker problem in charging etc. I again weent to service centre and they immediately receive it and told me that it will take atleast 5-7 days to repair. But they gave me call after 1day to receive my phone, whenever i check i found nothing had been resolved. They said they had to send it to HO. It was a incident of  Nov2015 and till date they fail to return my phone. Whenever i tried to follow up they said it will take 15 more days. I got the same reply from the HO as well the best they can do is giving me a complaint no twice a time. So friends please beware of buying any micromax product further..",,status,,2016-03-11 02:39:49,3,2,0
120735417936636_620022134813886,"Hey! Install aur registration of nukkadshops app chance to win moto g3 and apple ipad etc. Get max Rs 50 discount on your first purchase on Nukkad Shops , Use my code SONU667S.  Download App here:
http://app.nukkadshops.com/SUee/v5N3khREAr
Then click on the( google play)  for download the app and registration.",Nukkad Shops : Grocery Shopping,link,http://app.nukkadshops.com/SUee/v5N3khREAr,2016-03-11 02:33:53,0,0,0
120735417936636_1162488900427944,Live-stream the kicks & goals with the 17.78cm HD IPS display of the 4G enabled Canvas Tab #P702. Exclusively available on Snapdeal for INR 7999: http://goo.gl/zLF1R5,Micromax Canvas Tab P702,link,http://goo.gl/zLF1R5,2016-03-11 01:30:00,75,9,2
120735417936636_1162980967045404,When will software update of CANVAS SPARK ARRIVE ??,,status,,2016-03-11 01:20:32,0,3,0
120735417936636_1162978520378982,"Hi, I am User of Micromax Canvas Spark Q 380 . After 6 Months of purchase there is some issue in  my Phone, it automatically got switch off and not getting start. it is in warrenty Period so i give to micromax service center, for first time they take it and after some day they give it back but the issue is not still Solve my phone once you switch off its not starting. therefor second time i had  given my phone to  service center, they said they had send it to the company because they dont know whats issue after that on this 8th March 2016 Monday. They said there was mother board issues but i don't what they had done but still its not working. I got my phone but again there is same issue. i am From Nadiad ( Gujarat) Please Help, Request you to do the needful steps.",,status,,2016-03-11 01:10:38,0,1,0
120735417936636_1162933767050124,Proud to be associated with India's luge champ & Asia Cup gold medalist - Shiva Keshavan ! #DidYouKnow the 5-time Olympian is also the Asia Cup record-holder for being the fastest man on ice?,,video,https://www.facebook.com/micromaxindia/videos/1162933767050124/,2016-03-11 00:17:50,77,5,6
120735417936636_1162929363717231,I have already visited it .my refference no. is SER145391702576.,,status,,2016-03-10 23:58:25,0,1,0
120735417936636_1162577347085766,"Very worst mobile services in Coimbatore service centre no one understand customer's feeling in your customer care executive totally  very poor service.,. Please call 9443324250",,status,,2016-03-10 10:39:23,0,1,0
120735417936636_1162530650423769,"I'm a user of Micromax Canvas A1 AQ4502. After upgrading my Android to 6.0.1 Marshmallow, I got a problem with my phone. My problem is that when I lock my phone, camera suddenly turns on in the lock screen. Please give me a solution for this problem. Thanks.",,status,,2016-03-10 09:05:46,1,1,0
